Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
20/08/2022,17:30,Sporting Gijon,Andorra,4,1,H
20/08/2022,19:30,Albacete,Burgos,0,0,D
20/08/2022,,Real Zaragoza,Levante,0,0,D
20/08/2022,22:00,Granada,Racing Santander,2,0,H
21/08/2022,19:30,Huesca,Cartagena,2,3,A
21/08/2022,22:00,Tenerife,Lugo,1,1,D
21/08/2022,17:30,Real Oviedo,Leganes,1,0,H
22/08/2022,22:00,Malaga,Las Palmas,0,4,A
22/08/2022,20:00,Ponferradina,Ibiza,2,1,H
26/08/2022,20:00,Albacete,Huesca,2,1,H
26/08/2022,22:00,Cartagena,Real Zaragoza,1,0,H
27/08/2022,19:30,Lugo,Leganes,1,0,H
27/08/2022,,Mirandes,Malaga,1,3,A
27/08/2022,22:00,Levante,Tenerife,2,0,H
27/08/2022,17:30,Sporting Gijon,Burgos,0,0,D
28/08/2022,17:30,Racing Santander,Real Oviedo,0,1,A
28/08/2022,19:30,Eibar,Ponferradina,1,0,H
28/08/2022,22:00,Ibiza,Alaves,1,1,D
29/08/2022,22:00,Las Palmas,Andorra,2,0,H
29/08/2022,20:00,Granada,Villarreal B,3,0,H
02/09/2022,21:00,Leganes,Eibar,2,1,H
03/09/2022,14:00,Alaves,Las Palmas,1,1,D
03/09/2022,16:15,Villarreal B,Mirandes,3,0,H
03/09/2022,18:30,Ponferradina,Sporting Gijon,1,3,A
03/09/2022,21:00,Tenerife,Racing Santander,1,0,H
04/09/2022,16:15,Malaga,Albacete,1,2,A
04/09/2022,18:30,Burgos,Cartagena,1,0,H
04/09/2022,,Huesca,Ibiza,3,0,H
04/09/2022,21:00,Real Zaragoza,Lugo,1,2,A
04/09/2022,14:00,Andorra,Granada,1,0,H
05/09/2022,21:00,Real Oviedo,Levante,1,1,D
09/09/2022,21:00,Las Palmas,Leganes,1,0,H
10/09/2022,16:15,Burgos,Real Oviedo,0,0,D
10/09/2022,18:30,Cartagena,Albacete,2,1,H
10/09/2022,21:00,Levante,Villarreal B,4,1,H
10/09/2022,14:00,Lugo,Alaves,1,2,A
11/09/2022,14:00,Sporting Gijon,Racing Santander,0,2,A
11/09/2022,16:15,Mirandes,Andorra,1,1,D
11/09/2022,,Ibiza,Tenerife,1,0,H
11/09/2022,18:30,Ponferradina,Real Zaragoza,1,2,A
11/09/2022,21:00,Huesca,Malaga,1,0,H
12/09/2022,21:00,Eibar,Granada,4,0,H
16/09/2022,21:00,Levante,Cartagena,0,1,A
17/09/2022,14:00,Villarreal B,Lugo,3,1,H
17/09/2022,16:15,Real Oviedo,Ibiza,0,1,A
17/09/2022,18:30,Andorra,Eibar,2,0,H
17/09/2022,,Granada,Mirandes,2,1,H
17/09/2022,21:00,Real Zaragoza,Sporting Gijon,1,0,H
18/09/2022,16:15,Alaves,Huesca,2,1,H
18/09/2022,18:30,Racing Santander,Las Palmas,0,0,D
18/09/2022,21:00,Albacete,Ponferradina,0,1,A
18/09/2022,14:00,Leganes,Burgos,0,0,D
19/09/2022,21:00,Tenerife,Malaga,3,1,H
23/09/2022,21:00,Sporting Gijon,Ibiza,2,1,H
24/09/2022,16:15,Mirandes,Real Zaragoza,2,0,H
24/09/2022,18:30,Malaga,Villarreal B,1,1,D
24/09/2022,,Ponferradina,Tenerife,2,2,D
24/09/2022,14:00,Huesca,Leganes,1,0,H
25/09/2022,14:00,Burgos,Levante,0,0,D
25/09/2022,16:15,Lugo,Real Oviedo,0,0,D
25/09/2022,18:30,Albacete,Andorra,1,1,D
25/09/2022,,Eibar,Racing Santander,2,1,H
26/09/2022,21:00,Las Palmas,Granada,2,0,H
26/09/2022,,Cartagena,Alaves,1,1,D
30/09/2022,21:00,Tenerife,Sporting Gijon,1,1,D
01/10/2022,16:15,Mirandes,Las Palmas,3,3,D
01/10/2022,,Racing Santander,Malaga,0,0,D
01/10/2022,18:30,Andorra,Levante,3,1,H
01/10/2022,21:00,Villarreal B,Burgos,0,0,D
02/10/2022,16:15,Alaves,Ponferradina,3,1,H
02/10/2022,18:30,Granada,Huesca,0,0,D
02/10/2022,,Real Oviedo,Cartagena,1,3,A
02/10/2022,21:00,Ibiza,Lugo,3,2,H
02/10/2022,16:15,Leganes,Albacete,1,2,A
03/10/2022,21:00,Real Zaragoza,Eibar,0,0,D
07/10/2022,21:00,Sporting Gijon,Villarreal B,3,1,H
08/10/2022,18:30,Huesca,Lugo,1,1,D
08/10/2022,,Las Palmas,Ibiza,0,0,D
08/10/2022,21:00,Burgos,Alaves,3,0,H
08/10/2022,16:15,Ponferradina,Granada,0,0,D
09/10/2022,14:00,Cartagena,Leganes,1,2,A
09/10/2022,16:15,Real Zaragoza,Real Oviedo,1,1,D
09/10/2022,18:30,Albacete,Tenerife,1,1,D
09/10/2022,,Levante,Racing Santander,0,1,A
09/10/2022,21:00,Malaga,Andorra,0,0,D
10/10/2022,21:00,Eibar,Mirandes,0,0,D
12/10/2022,14:00,Villarreal B,Ponferradina,2,2,D
12/10/2022,16:15,Andorra,Burgos,0,1,A
12/10/2022,,Leganes,Malaga,1,0,H
12/10/2022,18:30,Tenerife,Cartagena,0,0,D
12/10/2022,,Alaves,Albacete,0,0,D
12/10/2022,,Real Oviedo,Huesca,0,1,A
12/10/2022,21:00,Lugo,Las Palmas,0,1,A
12/10/2022,,Racing Santander,Real Zaragoza,1,0,H
13/10/2022,19:00,Ibiza,Eibar,1,2,A
13/10/2022,21:00,Granada,Sporting Gijon,5,0,H
13/10/2022,19:00,Mirandes,Levante,0,1,A
15/10/2022,16:15,Real Zaragoza,Villarreal B,2,1,H
15/10/2022,18:30,Huesca,Racing Santander,0,0,D
15/10/2022,,Ponferradina,Las Palmas,0,1,A
15/10/2022,21:00,Albacete,Real Oviedo,1,0,H
15/10/2022,16:15,Andorra,Alaves,0,1,A
16/10/2022,14:00,Levante,Leganes,2,1,H
16/10/2022,18:30,Burgos,Mirandes,2,1,H
16/10/2022,,Malaga,Lugo,3,2,H
16/10/2022,21:00,Tenerife,Granada,2,0,H
16/10/2022,,Cartagena,Ibiza,2,0,H
17/10/2022,21:00,Sporting Gijon,Eibar,2,0,H
21/10/2022,21:00,Granada,Real Zaragoza,1,0,H
22/10/2022,16:15,Villarreal B,Andorra,1,0,H
22/10/2022,18:30,Mirandes,Huesca,1,1,D
22/10/2022,,Alaves,Sporting Gijon,0,0,D
22/10/2022,21:00,Ibiza,Levante,1,2,A
23/10/2022,16:15,Lugo,Burgos,2,0,H
23/10/2022,18:30,Leganes,Tenerife,2,1,H
23/10/2022,,Eibar,Albacete,1,1,D
23/10/2022,21:00,Las Palmas,Cartagena,1,0,H
23/10/2022,14:00,Racing Santander,Ponferradina,1,1,D
24/10/2022,21:00,Real Oviedo,Malaga,1,0,H
28/10/2022,21:00,Tenerife,Real Zaragoza,0,2,A
29/10/2022,14:00,Andorra,Ponferradina,3,0,H
29/10/2022,16:15,Huesca,Las Palmas,1,0,H
29/10/2022,18:30,Leganes,Racing Santander,0,0,D
29/10/2022,,Alaves,Real Oviedo,2,1,H
29/10/2022,21:00,Burgos,Ibiza,2,0,H
30/10/2022,16:15,Malaga,Eibar,0,1,A
30/10/2022,18:30,Cartagena,Granada,0,0,D
30/10/2022,21:00,Albacete,Villarreal B,0,0,D
30/10/2022,14:00,Lugo,Mirandes,0,0,D
31/10/2022,21:00,Levante,Sporting Gijon,1,0,H
01/11/2022,16:15,Real Zaragoza,Andorra,0,2,A
01/11/2022,,Ponferradina,Huesca,1,0,H
01/11/2022,18:30,Racing Santander,Alaves,1,1,D
01/11/2022,,Las Palmas,Burgos,0,2,A
01/11/2022,21:00,Ibiza,Leganes,0,2,A
02/11/2022,19:00,Eibar,Lugo,1,0,H
02/11/2022,21:00,Mirandes,Tenerife,1,0,H
02/11/2022,19:00,Villarreal B,Real Oviedo,2,1,H
03/11/2022,19:00,Cartagena,Malaga,2,1,H
03/11/2022,,Sporting Gijon,Albacete,2,2,D
03/11/2022,21:00,Granada,Levante,0,0,D
04/11/2022,21:00,Alaves,Real Zaragoza,1,0,H
05/11/2022,18:30,Andorra,Racing Santander,0,1,A
05/11/2022,,Huesca,Villarreal B,1,0,H
05/11/2022,21:00,Leganes,Ponferradina,2,1,H
05/11/2022,16:15,Burgos,Tenerife,0,1,A
06/11/2022,14:00,Ibiza,Mirandes,1,1,D
06/11/2022,16:15,Real Oviedo,Granada,1,0,H
06/11/2022,18:30,Malaga,Sporting Gijon,1,1,D
06/11/2022,,Las Palmas,Eibar,1,1,D
06/11/2022,21:00,Albacete,Levante,2,3,A
07/11/2022,21:00,Lugo,Cartagena,1,1,D
18/11/2022,21:00,Granada,Albacete,4,0,H
19/11/2022,16:15,Ponferradina,Real Oviedo,1,1,D
19/11/2022,18:30,Tenerife,Huesca,2,0,H
19/11/2022,,Sporting Gijon,Leganes,2,2,D
19/11/2022,21:00,Real Zaragoza,Malaga,1,1,D
20/11/2022,16:15,Andorra,Lugo,4,0,H
20/11/2022,19:00,Racing Santander,Burgos,0,1,A
20/11/2022,,Eibar,Alaves,0,0,D
20/11/2022,21:00,Levante,Las Palmas,1,1,D
20/11/2022,14:00,Villarreal B,Ibiza,1,0,H
21/11/2022,21:00,Mirandes,Cartagena,2,1,H
25/11/2022,21:00,Huesca,Sporting Gijon,0,0,D
26/11/2022,16:15,Malaga,Ponferradina,1,0,H
26/11/2022,18:30,Albacete,Racing Santander,2,1,H
26/11/2022,,Real Oviedo,Mirandes,1,0,H
26/11/2022,22:00,Las Palmas,Tenerife,3,1,H
26/11/2022,16:15,Alaves,Villarreal B,2,0,H
27/11/2022,14:00,Burgos,Real Zaragoza,2,2,D
27/11/2022,16:00,Leganes,Granada,1,0,H
27/11/2022,16:15,Lugo,Levante,1,1,D
27/11/2022,18:00,Cartagena,Eibar,2,1,H
28/11/2022,21:00,Ibiza,Andorra,0,1,A
30/11/2022,21:00,Tenerife,Real Oviedo,0,1,A
02/12/2022,21:30,Granada,Alaves,3,1,H
03/12/2022,18:30,Mirandes,Albacete,4,2,H
03/12/2022,,Sporting Gijon,Las Palmas,0,1,A
03/12/2022,21:00,Villarreal B,Leganes,0,0,D
03/12/2022,16:15,Real Zaragoza,Ibiza,2,1,H
04/12/2022,14:00,Andorra,Cartagena,0,1,A
04/12/2022,16:15,Racing Santander,Lugo,0,1,A
04/12/2022,18:30,Eibar,Huesca,2,1,H
04/12/2022,21:00,Levante,Malaga,1,0,H
05/12/2022,21:00,Ponferradina,Burgos,1,2,A
06/12/2022,19:00,Real Oviedo,Las Palmas,0,0,D
06/12/2022,21:00,Albacete,Real Zaragoza,0,0,D
06/12/2022,19:00,Leganes,Mirandes,2,2,D
07/12/2022,19:00,Cartagena,Villarreal B,0,1,A
07/12/2022,,Huesca,Andorra,1,0,H
07/12/2022,21:00,Tenerife,Alaves,2,1,H
08/12/2022,16:15,Lugo,Sporting Gijon,0,1,A
08/12/2022,18:30,Ibiza,Racing Santander,1,0,H
08/12/2022,,Levante,Ponferradina,0,0,D
08/12/2022,21:00,Malaga,Granada,1,1,D
08/12/2022,14:00,Burgos,Eibar,1,2,A
10/12/2022,19:00,Villarreal B,Tenerife,2,2,D
10/12/2022,21:00,Real Zaragoza,Huesca,3,0,H
10/12/2022,19:00,Andorra,Leganes,1,1,D
11/12/2022,14:00,Ibiza,Malaga,1,1,D
11/12/2022,16:15,Ponferradina,Lugo,1,0,H
11/12/2022,,Sporting Gijon,Cartagena,0,0,D
11/12/2022,18:30,Granada,Burgos,1,0,H
11/12/2022,,Eibar,Real Oviedo,1,0,H
11/12/2022,21:00,Racing Santander,Mirandes,1,2,A
11/12/2022,,Las Palmas,Albacete,1,2,A
12/12/2022,21:00,Alaves,Levante,0,2,A
16/12/2022,21:00,Tenerife,Andorra,1,1,D
17/12/2022,16:15,Lugo,Granada,1,0,H
17/12/2022,,Mirandes,Ponferradina,2,1,H
17/12/2022,18:30,Cartagena,Racing Santander,0,3,A
17/12/2022,,Villarreal B,Las Palmas,0,1,A
17/12/2022,21:00,Real Oviedo,Sporting Gijon,1,0,H
18/12/2022,19:00,Burgos,Huesca,1,1,D
18/12/2022,,Levante,Eibar,0,0,D
18/12/2022,21:00,Malaga,Alaves,1,0,H
18/12/2022,14:00,Albacete,Ibiza,4,0,H
19/12/2022,21:00,Leganes,Real Zaragoza,2,1,H
06/01/2023,16:15,Ponferradina,Villarreal B,2,1,H
06/01/2023,18:30,Sporting Gijon,Levante,1,1,D
06/01/2023,21:00,Leganes,Lugo,1,0,H
07/01/2023,18:30,Malaga,Tenerife,1,1,D
07/01/2023,21:00,Alaves,Burgos,1,0,H
07/01/2023,16:15,Andorra,Real Oviedo,3,1,H
08/01/2023,14:00,Granada,Cartagena,1,0,H
08/01/2023,16:15,Real Zaragoza,Mirandes,0,0,D
08/01/2023,18:30,Las Palmas,Racing Santander,1,1,D
08/01/2023,21:00,Eibar,Ibiza,1,0,H
09/01/2023,21:00,Huesca,Albacete,1,1,D
13/01/2023,21:00,Real Oviedo,Alaves,1,0,H
14/01/2023,14:00,Cartagena,Huesca,0,0,D
14/01/2023,16:15,Villarreal B,Real Zaragoza,2,3,A
14/01/2023,,Ibiza,Las Palmas,1,2,A
14/01/2023,18:30,Tenerife,Ponferradina,0,0,D
14/01/2023,,Racing Santander,Sporting Gijon,2,0,H
14/01/2023,21:00,Levante,Granada,3,1,H
15/01/2023,16:15,Burgos,Andorra,2,1,H
15/01/2023,,Mirandes,Lugo,2,0,H
15/01/2023,14:00,Eibar,Malaga,2,1,H
16/01/2023,21:00,Albacete,Leganes,1,0,H
20/01/2023,21:00,Las Palmas,Mirandes,2,1,H
21/01/2023,16:15,Ponferradina,Eibar,0,1,A
21/01/2023,18:30,Granada,Ibiza,2,0,H
21/01/2023,21:00,Alaves,Racing Santander,3,0,H
21/01/2023,16:15,Malaga,Burgos,1,1,D
22/01/2023,14:00,Leganes,Levante,2,2,D
22/01/2023,16:15,Cartagena,Tenerife,0,1,A
22/01/2023,,Sporting Gijon,Real Zaragoza,1,0,H
22/01/2023,18:30,Huesca,Real Oviedo,1,1,D
22/01/2023,21:00,Lugo,Villarreal B,1,2,A
23/01/2023,21:00,Andorra,Albacete,0,1,A
27/01/2023,21:00,Racing Santander,Tenerife,1,1,D
28/01/2023,18:30,Real Oviedo,Villarreal B,0,1,A
28/01/2023,,Eibar,Leganes,0,0,D
28/01/2023,21:00,Las Palmas,Huesca,1,0,H
28/01/2023,16:15,Granada,Andorra,2,0,H
29/01/2023,14:00,Mirandes,Alaves,1,3,A
29/01/2023,16:15,Levante,Burgos,1,0,H
29/01/2023,18:30,Albacete,Lugo,2,0,H
29/01/2023,,Sporting Gijon,Malaga,0,0,D
29/01/2023,21:00,Ibiza,Cartagena,2,2,D
30/01/2023,21:00,Real Zaragoza,Ponferradina,0,0,D
03/02/2023,21:00,Malaga,Real Oviedo,0,1,A
04/02/2023,16:15,Huesca,Mirandes,1,0,H
04/02/2023,18:30,Tenerife,Albacete,1,0,H
04/02/2023,21:00,Alaves,Eibar,2,0,H
04/02/2023,16:15,Leganes,Sporting Gijon,1,0,H
05/02/2023,14:00,Villarreal B,Granada,0,2,A
05/02/2023,16:15,Andorra,Real Zaragoza,0,1,A
05/02/2023,18:30,Cartagena,Levante,1,2,A
05/02/2023,,Ponferradina,Racing Santander,1,1,D
05/02/2023,21:00,Lugo,Ibiza,0,0,D
06/02/2023,21:00,Burgos,Las Palmas,0,0,D
10/02/2023,21:00,Granada,Tenerife,2,0,H
11/02/2023,16:15,Real Zaragoza,Alaves,1,4,A
11/02/2023,18:30,Mirandes,Villarreal B,2,1,H
11/02/2023,,Levante,Andorra,1,0,H
11/02/2023,21:00,Las Palmas,Lugo,3,0,H
12/02/2023,16:15,Real Oviedo,Burgos,0,1,A
12/02/2023,18:30,Eibar,Cartagena,0,3,A
12/02/2023,,Sporting Gijon,Huesca,1,1,D
12/02/2023,21:00,Ibiza,Ponferradina,1,1,D
12/02/2023,14:00,Albacete,Malaga,3,2,H
13/02/2023,21:00,Racing Santander,Leganes,2,1,H
17/02/2023,21:00,Cartagena,Real Oviedo,2,1,H
18/02/2023,18:30,Leganes,Las Palmas,0,0,D
18/02/2023,,Ponferradina,Levante,0,0,D
18/02/2023,21:00,Tenerife,Mirandes,1,0,H
18/02/2023,16:15,Lugo,Eibar,0,2,A
19/02/2023,14:00,Huesca,Granada,1,1,D
19/02/2023,16:15,Andorra,Sporting Gijon,1,0,H
19/02/2023,,Alaves,Ibiza,4,2,H
19/02/2023,18:30,Burgos,Albacete,1,1,D
19/02/2023,21:00,Villarreal B,Racing Santander,2,1,H
20/02/2023,21:00,Malaga,Real Zaragoza,3,0,H
24/02/2023,21:00,Eibar,Villarreal B,2,0,H
25/02/2023,16:15,Racing Santander,Andorra,2,1,H
25/02/2023,21:00,Mirandes,Leganes,0,0,D
25/02/2023,,Sporting Gijon,Tenerife,1,0,H
25/02/2023,16:15,Alaves,Cartagena,0,0,D
26/02/2023,14:00,Ibiza,Huesca,2,2,D
26/02/2023,16:15,Real Zaragoza,Burgos,0,0,D
26/02/2023,,Levante,Lugo,3,1,H
26/02/2023,18:30,Las Palmas,Ponferradina,2,0,H
26/02/2023,21:00,Real Oviedo,Albacete,1,1,D
27/02/2023,21:00,Granada,Malaga,1,0,H
03/03/2023,21:00,Andorra,Las Palmas,0,0,D
04/03/2023,18:30,Tenerife,Eibar,0,1,A
04/03/2023,,Huesca,Levante,3,0,H
04/03/2023,21:00,Mirandes,Real Oviedo,1,0,H
04/03/2023,16:15,Burgos,Granada,1,3,A
05/03/2023,14:00,Leganes,Ibiza,0,1,A
05/03/2023,16:15,Albacete,Sporting Gijon,2,1,H
05/03/2023,18:30,Lugo,Real Zaragoza,0,0,D
05/03/2023,,Malaga,Racing Santander,0,1,A
05/03/2023,21:00,Ponferradina,Cartagena,0,3,A
06/03/2023,21:00,Villarreal B,Alaves,1,0,H
10/03/2023,21:00,Real Oviedo,Tenerife,0,0,D
11/03/2023,16:15,Eibar,Burgos,1,0,H
11/03/2023,18:30,Alaves,Lugo,0,0,D
11/03/2023,,Ibiza,Villarreal B,0,0,D
11/03/2023,21:00,Las Palmas,Malaga,2,2,D
12/03/2023,16:15,Sporting Gijon,Mirandes,3,4,A
12/03/2023,18:30,Cartagena,Andorra,0,3,A
12/03/2023,,Levante,Albacete,0,0,D
12/03/2023,21:00,Granada,Ponferradina,2,2,D
12/03/2023,14:00,Real Zaragoza,Leganes,3,0,H
13/03/2023,21:00,Racing Santander,Huesca,1,1,D
17/03/2023,21:00,Malaga,Levante,0,0,D
18/03/2023,16:15,Albacete,Granada,1,2,A
18/03/2023,,Leganes,Real Oviedo,0,1,A
18/03/2023,18:30,Tenerife,Las Palmas,4,1,H
18/03/2023,21:00,Ponferradina,Alaves,1,0,H
18/03/2023,14:00,Andorra,Ibiza,2,2,D
19/03/2023,14:00,Burgos,Sporting Gijon,0,0,D
19/03/2023,16:15,Huesca,Real Zaragoza,1,1,D
19/03/2023,18:30,Lugo,Racing Santander,1,1,D
19/03/2023,,Villarreal B,Cartagena,5,2,H
20/03/2023,21:00,Mirandes,Eibar,2,3,A
24/03/2023,21:00,Cartagena,Lugo,2,0,H
25/03/2023,16:15,Ibiza,Burgos,2,0,H
25/03/2023,18:30,Alaves,Tenerife,1,0,H
25/03/2023,16:15,Racing Santander,Levante,0,1,A
26/03/2023,14:00,Eibar,Andorra,0,0,D
26/03/2023,16:15,Real Zaragoza,Albacete,1,1,D
26/03/2023,,Ponferradina,Mirandes,0,0,D
26/03/2023,18:30,Granada,Real Oviedo,1,0,H
26/03/2023,,Villarreal B,Huesca,0,0,D
26/03/2023,21:00,Las Palmas,Sporting Gijon,1,1,D
27/03/2023,21:00,Malaga,Leganes,2,0,H
31/03/2023,21:00,Levante,Real Zaragoza,1,1,D
01/04/2023,18:30,Leganes,Cartagena,1,3,A
01/04/2023,,Tenerife,Villarreal B,1,1,D
01/04/2023,21:00,Real Oviedo,Eibar,1,1,D
01/04/2023,16:15,Burgos,Racing Santander,2,1,H
02/04/2023,14:00,Huesca,Alaves,0,1,A
02/04/2023,16:15,Lugo,Ponferradina,0,0,D
02/04/2023,18:30,Andorra,Malaga,1,0,H
02/04/2023,,Sporting Gijon,Granada,1,0,H
02/04/2023,21:00,Mirandes,Ibiza,2,2,D
03/04/2023,21:00,Albacete,Las Palmas,1,2,A
07/04/2023,21:00,Villarreal B,Malaga,1,2,A
07/04/2023,18:30,Lugo,Tenerife,0,0,D
08/04/2023,16:15,Real Zaragoza,Granada,1,0,H
08/04/2023,18:30,Ibiza,Sporting Gijon,1,3,A
08/04/2023,21:00,Racing Santander,Albacete,4,1,H
09/04/2023,16:15,Eibar,Levante,1,1,D
09/04/2023,18:30,Cartagena,Mirandes,1,0,H
09/04/2023,,Ponferradina,Leganes,0,1,A
09/04/2023,21:00,Las Palmas,Real Oviedo,0,1,A
09/04/2023,14:00,Huesca,Burgos,2,1,H
10/04/2023,21:00,Alaves,Andorra,0,0,D
14/04/2023,21:00,Albacete,Eibar,3,1,H
15/04/2023,18:30,Real Oviedo,Lugo,2,1,H
15/04/2023,,Real Zaragoza,Racing Santander,4,1,H
15/04/2023,21:00,Burgos,Ponferradina,2,2,D
15/04/2023,16:15,Granada,Las Palmas,2,1,H
16/04/2023,14:00,Andorra,Huesca,1,0,H
16/04/2023,16:15,Sporting Gijon,Alaves,0,0,D
16/04/2023,18:30,Tenerife,Ibiza,4,0,H
16/04/2023,,Malaga,Cartagena,1,0,H
16/04/2023,21:00,Leganes,Villarreal B,1,0,H
17/04/2023,21:00,Levante,Mirandes,1,2,A
21/04/2023,21:00,Eibar,Real Zaragoza,1,1,D
22/04/2023,14:00,Villarreal B,Albacete,1,2,A
22/04/2023,16:15,Cartagena,Sporting Gijon,2,1,H
22/04/2023,,Ponferradina,Andorra,1,4,A
22/04/2023,18:30,Las Palmas,Levante,0,0,D
22/04/2023,21:00,Ibiza,Real Oviedo,1,2,A
23/04/2023,18:30,Mirandes,Burgos,2,1,H
23/04/2023,,Racing Santander,Granada,1,0,H
23/04/2023,21:00,Alaves,Leganes,2,1,H
23/04/2023,14:00,Lugo,Malaga,0,2,A
24/04/2023,21:00,Huesca,Tenerife,1,1,D
28/04/2023,21:00,Racing Santander,Ibiza,1,0,H
29/04/2023,18:30,Albacete,Cartagena,1,1,D
29/04/2023,21:00,Tenerife,Leganes,1,0,H
29/04/2023,16:15,Levante,Alaves,2,0,H
30/04/2023,14:00,Andorra,Mirandes,0,1,A
30/04/2023,16:15,Real Oviedo,Ponferradina,3,2,H
30/04/2023,18:30,Granada,Eibar,1,1,D
30/04/2023,21:00,Real Zaragoza,Las Palmas,1,1,D
01/05/2023,18:30,Malaga,Huesca,0,0,D
01/05/2023,21:00,Burgos,Villarreal B,1,0,H
01/05/2023,16:15,Sporting Gijon,Lugo,3,1,H
05/05/2023,21:00,Alaves,Granada,1,1,D
06/05/2023,16:15,Mirandes,Racing Santander,1,1,D
06/05/2023,18:30,Leganes,Huesca,2,1,H
06/05/2023,,Tenerife,Levante,1,0,H
07/05/2023,16:15,Ponferradina,Malaga,2,0,H
07/05/2023,,Ibiza,Albacete,0,5,A
07/05/2023,18:30,Lugo,Andorra,2,2,D
07/05/2023,,Real Oviedo,Real Zaragoza,2,1,H
07/05/2023,21:00,Cartagena,Burgos,0,0,D
07/05/2023,14:00,Villarreal B,Sporting Gijon,2,0,H
08/05/2023,21:00,Eibar,Las Palmas,0,1,A
12/05/2023,21:00,Burgos,Leganes,0,3,A
13/05/2023,18:30,Granada,Lugo,2,0,H
13/05/2023,,Real Zaragoza,Cartagena,2,0,H
13/05/2023,21:00,Malaga,Mirandes,2,0,H
13/05/2023,16:15,Sporting Gijon,Real Oviedo,1,1,D
14/05/2023,14:00,Racing Santander,Eibar,1,0,H
14/05/2023,16:15,Andorra,Tenerife,1,0,H
14/05/2023,18:30,Albacete,Alaves,1,1,D
14/05/2023,,Huesca,Ponferradina,1,1,D
14/05/2023,21:00,Las Palmas,Villarreal B,1,1,D
15/05/2023,21:00,Levante,Ibiza,0,0,D
20/05/2023,16:15,Ibiza,Real Zaragoza,1,0,H
20/05/2023,18:30,Lugo,Huesca,1,2,A
20/05/2023,,Mirandes,Granada,1,3,A
20/05/2023,,Alaves,Malaga,2,1,H
20/05/2023,,Cartagena,Las Palmas,1,4,A
20/05/2023,,Villarreal B,Levante,2,3,A
20/05/2023,,Eibar,Sporting Gijon,2,2,D
20/05/2023,,Ponferradina,Albacete,1,1,D
20/05/2023,21:00,Tenerife,Burgos,2,1,H
21/05/2023,16:15,Real Oviedo,Racing Santander,1,0,H
21/05/2023,18:30,Leganes,Andorra,1,1,D
26/05/2023,21:00,Real Zaragoza,Tenerife,1,1,D
27/05/2023,16:15,Andorra,Villarreal B,4,3,H
27/05/2023,,Burgos,Lugo,0,1,A
27/05/2023,18:30,Albacete,Mirandes,2,1,H
27/05/2023,,Malaga,Ibiza,1,1,D
27/05/2023,21:00,Granada,Leganes,2,0,H
27/05/2023,,Huesca,Eibar,0,1,A
27/05/2023,,Las Palmas,Alaves,0,0,D
27/05/2023,,Levante,Real Oviedo,2,1,H
28/05/2023,16:15,Sporting Gijon,Ponferradina,1,4,A
28/05/2023,,Racing Santander,Cartagena,3,1,H
11/08/2023,21:30,Valladolid,Sporting Gijon,2,0,H
11/08/2023,19:00,Amorebieta,Levante,1,1,D
12/08/2023,21:00,Real Zaragoza,Villarreal B,2,0,H
12/08/2023,22:00,Elche,Racing Ferrol,0,1,A
12/08/2023,19:00,Racing Santander,Eibar,4,0,H
13/08/2023,17:00,Burgos,Huesca,1,1,D
13/08/2023,19:30,Albacete,Espanyol,1,1,D
13/08/2023,,Cartagena,Eldense,0,1,A
13/08/2023,22:00,Leganes,Andorra,0,1,A
14/08/2023,21:30,Tenerife,Real Oviedo,1,0,H
14/08/2023,19:00,Mirandes,Alcorcon,4,0,H
18/08/2023,21:30,Real Zaragoza,Valladolid,1,0,H
18/08/2023,19:00,Andorra,Cartagena,3,2,H
19/08/2023,17:00,Eibar,Elche,2,1,H
19/08/2023,19:00,Espanyol,Racing Santander,2,0,H
19/08/2023,19:30,Levante,Burgos,3,2,H
19/08/2023,22:00,Alcorcon,Leganes,0,2,A
20/08/2023,19:30,Sporting Gijon,Mirandes,3,0,H
20/08/2023,22:00,Albacete,Amorebieta,2,2,D
20/08/2023,17:00,Real Oviedo,Racing Ferrol,1,1,D
21/08/2023,21:30,Huesca,Tenerife,0,2,A
21/08/2023,19:00,Villarreal B,Eldense,3,1,H
25/08/2023,21:30,Cartagena,Levante,0,1,A
26/08/2023,19:00,Tenerife,Real Zaragoza,0,1,A
26/08/2023,21:30,Elche,Villarreal B,1,0,H
26/08/2023,,Valladolid,Alcorcon,0,2,A
26/08/2023,17:00,Burgos,Real Oviedo,1,0,H
27/08/2023,17:00,Racing Ferrol,Sporting Gijon,2,0,H
27/08/2023,19:30,Amorebieta,Andorra,3,0,H
27/08/2023,,Mirandes,Espanyol,0,1,A
27/08/2023,21:30,Leganes,Albacete,2,0,H
28/08/2023,21:30,Racing Santander,Huesca,0,0,D
28/08/2023,19:00,Eldense,Eibar,2,1,H
01/09/2023,21:30,Albacete,Valladolid,2,0,H
01/09/2023,19:30,Alcorcon,Racing Ferrol,1,1,D
02/09/2023,18:30,Levante,Real Oviedo,1,1,D
02/09/2023,21:00,Elche,Racing Santander,1,1,D
02/09/2023,,Villarreal B,Cartagena,1,2,A
02/09/2023,16:15,Sporting Gijon,Burgos,2,1,H
03/09/2023,14:00,Andorra,Tenerife,0,1,A
03/09/2023,16:15,Eibar,Leganes,0,1,A
03/09/2023,18:30,Espanyol,Amorebieta,3,2,H
